	L2_ACTTGA	L2_ATCACG	L2_CAGATC	L2_CGATGT	L2_CTTGTA	L2_GATCAG	L2_GCCAAT	L2_GGCTAC	L2_TAGCTT	L2_TGACCA	L2_TTAGGC	L3_ACAGTG	L3_ACTTGA	L3_CAGATC	L3_CGATGT	L3_CTTGTA	L3_GATCAG	L3_GCCAAT	L3_GGCTAC	L3_TAGCTT	L3_TGACCA	L3_TTAGGC	L6_ACAGTG	L6_ACTTGA	L6_ATCACG	L6_CAGATC	L6_CGATGT	L6_CTTGTA	L6_GATCAG	L6_GCCAAT	L6_GGCTAC	L6_TAGCTT	L6_TGACCA	L6_TTAGGC
Sebocytes	826.104970318761	619.677933604762	886.188523204718	772.538951466758	380.145525611	433.526024411583	786.093741927329	673.981607548429	68.498672840227	891.251341894614	822.859449471059	835.639571429532	1002.37130220794	813.045968850197	883.089347680428	891.187155986433	929.731640600234	751.46606007695	792.061673909074	876.440627578903	835.813247236285	883.890948538035	552.467964168924	815.649023154136	474.507870734428	911.0095361136	335.841059710412	0	1160.51635067192	901.785021470051	477.992465641182	639.163222720094	833.054611064314	641.485092644591
Skeletal muscle	176.257932223606	370.411661916888	296.825637858513	150.064327273034	151.109904128917	265.567772225635	250.919165667916	256.327203935772	237.190810718119	291.782437070729	372.238980275597	128.46229133956	497.551430129242	448.548862413859	186.853756032107	460.458994815509	194.296029522541	345.32581449554	292.077527537503	197.526117186544	318.123914130444	331.674864355097	393.430700958065	314.491414627253	175.198750674388	276.073786549399	452.506275349009	250.338293490405	306.676694934294	438.041071704392	384.390398201757	141.396557633023	362.329889066991	304.639590553718
Smooth muscle	400.949749831306	398.731653328526	350.482805311104	538.284753582541	369.6543736117	515.075744240364	505.427873970067	479.844488228082	528.452500317678	359.878491955336	347.292491728253	322.897122685895	467.945094604694	503.544627463105	397.127575756325	105.057924551226	488.600534804051	383.125967800719	248.484335374692	479.258442861405	381.826891860697	321.106076383639	399.065350018221	111.355089414029	334.603605945411	433.903955074698	421.969421716518	441.513241471408	398.575951590419	351.565980783342	480.022774103273	549.125950315382	279.70341424389	363.158857386657
Tgd cells	146.209281013371	334.417403306334	139.15431896629	117.188224202154	0	117.65084852898	325.681608039809	78.2503613753726	470.621951136803	213.249654805466	154.899417606126	104.273011694357	267.62867615352	267.66248399317	374.153601451167	216.726985907959	236.018975751359	133.015672955946	279.097303300636	251.627686917006	143.147052986808	110.207247742575	350.40516399321	71.2718334382563	40.6658913213796	88.8779622076433	32.5861140989906	383.374156322896	116.523652220711	116.080956499717	124.14807166305	231.949413877449	116.807896844	98.8376216646074
Th1 cells	400.711161090127	579.593017926913	136.362489539349	307.411956033579	543.00965355703	599.150854154538	611.753247472219	460.779856452609	920.517178307953	423.041823226172	207.660221023392	182.057479579329	425.316805116976	640.80477758835	560.89731989732	660.455688742763	463.277716800479	452.609969092067	558.167374992722	390.58865908368	455.447167962202	213.620722517944	722.649950917814	105.765171605743	346.320359357594	502.969404126692	533.736799935548	834.705712820691	407.497407903091	302.491218785419	786.207443063841	681.141345250027	501.346853244486	316.007350260543
Th2 cells	423.431878061064	739.03234889259	473.846849048725	389.3574884805	360.563563801126	532.77052523993	792.070978809674	461.957133311958	894.145421687376	530.245250035226	373.541907560844	400.426018028185	644.400524444293	796.346523975168	845.824004396512	566.043958608684	620.960771133637	512.399265412254	860.239819775585	662.512525565423	307.378652999445	467.029600805706	577.14310037815	67.317820363125	618.924889818273	533.101816214661	346.664739321362	795.46625950829	393.505119108901	490.682130610825	439.232134405587	682.528243481784	536.441027329862	523.4942241051
Tregs	445.698087952666	650.49611019739	303.347313356652	435.564681216317	563.144790555333	512.616433756224	546.622322799472	380.611156917554	670.726350073664	612.552312047659	200.882060541039	243.197697465436	182.520060379653	660.856132890666	585.577679302566	529.855839359517	381.370800963868	510.187641556477	293.964614254687	805.452192131252	524.537298066504	383.509198866421	596.517298002076	394.324961824016	361.443375355523	352.359912265984	498.805532647089	818.905808124976	212.832859763363	190.834082697724	569.9914850784	447.749714166413	495.188842342246	563.322945317538
aDC	461.550460523804	344.12949021666	259.539734636472	388.531933619263	396.950997930879	420.815825749283	257.849886986274	334.416943780238	568.066400826239	171.173039439436	541.960650156904	458.946972802545	289.993008646784	380.143905542587	166.172135610897	417.848077879978	492.094242745589	461.095709452109	514.444255401256	353.711894347858	467.158294388194	347.566719641505	409.442746232582	549.648650796168	586.747109219137	569.077071874143	462.236841741467	507.803726084884	394.273543076338	441.378496745248	407.118332216973	404.381884590711	246.093615817311	410.057754569758
cDC	827.549857430992	378.180771536308	364.634673414823	654.613887314318	371.024106272252	363.516725947058	418.456133231937	453.614070070107	171.84266463349	324.869683219046	566.721655686486	432.108376504697	683.027180836458	299.125600836925	543.884864324769	352.42304783777	360.427099324414	268.684186913869	815.809532901689	509.863687687744	826.103938272758	368.630097837046	356.864050251335	390.984589795068	406.720449866432	649.563151334235	327.521123119529	92.4144990518059	373.03103039407	305.945106988006	393.313369022979	137.005661774345	133.50125885454	511.787118159962
iDC	262.249733019002	725.056678860865	226.705194756321	237.274050395698	464.896617256648	878.095856873289	145.253369226865	1291.21230428485	451.102635228514	534.355030100546	819.245850027069	495.01752309005	799.070689708575	731.600551326946	334.929231030281	449.058279192666	459.427642922418	577.054282973491	943.327583917468	1057.53484764925	468.104583846666	388.326476872088	603.515835165456	694.603267137247	1276.60294292342	294.970736827447	608.970291913413	764.521127971377	475.561639001926	657.858874753962	921.814521970455	114.027119851325	124.058627841146	452.777745189008
ly Endothelial cells	311.35216947867	371.254506731292	587.729464055576	263.867877985475	270.41726833733	311.837095304987	291.927925359637	379.028858416187	130.589043480085	409.383493102603	349.827931190808	503.659150929613	260.07005274848	216.008897431802	530.303065816709	511.58039558953	520.984447918875	615.407218363909	448.512109035912	598.774387163753	626.362399626225	505.656855214253	240.048431725533	332.342558466528	555.09468810938	481.897119850658	117.473736109144	8.52546628035475	425.887417967097	715.655132843143	379.960258592141	349.340035017418	457.689671182752	517.160418225825
mv Endothelial cells	169.387934148533	163.559003547528	258.6006177366	161.681581140037	163.318259146876	189.135442960473	189.430226572374	224.989836157663	181.103628612814	182.27719316065	142.8287661993	204.993888434921	189.034296297454	104.286531442892	317.365984815608	231.433571398405	252.039333108437	230.897999508323	255.215269964244	259.040714578748	291.200973091923	235.567477656527	188.296400849599	181.525511018267	242.588510928408	226.84377562947	108.729998879311	199.1151801768	190.644638632776	300.705031728175	246.641641796191	177.471773783464	166.3911660749	260.545866864415
naive B-cells	328.740573100681	390.733478844146	793.077433457204	166.424067633651	1217.68913370252	1508.77838402506	396.354011323981	1460.84348570619	2157.63686600621	435.399306623239	811.438059880977	824.117660935437	159.04563337154	962.642366496779	546.390591437944	444.428779944237	307.500227273908	694.138152702517	62.9939808701701	62.5530659477674	41.8659864501869	625.332348667878	554.645781373684	710.030222301781	1419.11678842137	264.327157505994	1388.45091363795	2141.2156658883	950.671898846527	803.662013288934	1620.86190112373	932.596336452834	261.58051154741	491.327710697075
pDC	526.426643412782	783.650964239888	472.726626359807	705.332249778253	373.010891615427	454.093074786648	348.534646359598	394.517398026799	766.041549675103	422.854454370189	521.708676508269	563.941413542016	464.862676522228	245.595706224162	580.488776762218	716.054663487905	576.478634608601	603.459692445903	702.396778540122	618.604640926329	547.737026566783	300.651584709262	406.818774954171	496.59132821258	757.549092912594	446.105339291166	504.405149645828	838.676735830427	727.330458674411	562.358367974431	446.298488247294	260.319147639706	183.926539913217	16.9232449508444
pro B-cells	254.252305356908	286.915162767287	426.916209908206	220.35463881381	556.817830881786	555.93136339253	450.130182807272	659.112598867384	892.818577318134	254.477555652575	417.478924184026	386.425728151211	177.714398095322	530.498353936226	295.381430730106	212.952711910892	241.676432144524	259.428419288912	179.55538229264	233.199530096156	239.188174193127	249.371857007434	404.486222809959	436.78549713725	641.625594709557	347.03004181804	632.127389408983	859.427430873814	432.351625852292	418.063820225907	708.631167516646	506.02879132373	245.3607500805	239.180986889998
